# The short-range probabilities and their standard deviations calculated from single_ion_hpf.dat using probability mass function stored in /home/mzalewski/Documents/python/molscat_data/data/pmf/N_pdf_logic_params_EMM_500uK.txt.
0.1831 0.1861 0.1307 0.0901 0.0169
0.0345 0.0335 0.0200 0.0164 0.0071
